imgAlt,imgName,isMeme
met the chief flavorista today. she's incredible. and SHE JOURNALS.,sonicdrivein_52,1000
we’re not doing the shakes…you alredy know they scoop!,sonicdrivein_53,0
"it's about EFFICIENCY ppl, really not that cOmPliCAted !!",sonicdrivein_54,0
wash?? my cargo pants where I keep my tots? yeah good one Jessy,sonicdrivein_55,0
"Some say the CIO's first innovation so far has been the vibes, which we are loving",sonicdrivein_56,0
yes we see your comments!! pls be nice,sonicdrivein_57,0
a sonic intern podcast? buckle upppp,sonicdrivein_58,0
spoiler: they didn't give either of us the modeling gig,sonicdrivein_59,0
maybe we did too much,sonicdrivein_60,0
Eric calls this his “no skips” monday,sonicdrivein_61,0
still not sure why we weren’t asked to be in the ad…,sonicdrivein_62,0
I think this is our boss's way of telling me I can bring my roommate's dog in to the office?,sonicdrivein_63,0
fun times: incoming,sonicdrivein_64,0
we're just two single moms who work one job!,sonicdrivein_65,1000
...maybe we aren't ready,sonicdrivein_66,0
#crab a Slush today,sonicdrivein_67,0
what is it about this crab that I just love so MUCH???,sonicdrivein_68,0
"sometimes when we work on our assignments, genius strikes",sonicdrivein_69,1000
if we all clap loud enough they'll make Big Tot a thing,sonicdrivein_70,0
two types of interns in the world…,sonicdrivein_71,0
reporting for duty 🫡,sonicdrivein_72,0
the interns are in control now 🤝 welcome Eric & Jessy!,sonicdrivein_73,0
at least he’s consistent...,sonicdrivein_74,1000
this is getting out of hand,sonicdrivein_75,100
how we grill our cheese,sonicdrivein_76,1000
u can't tell me the debriefs don't hit different here,sonicdrivein_77,1000
the fourth is strong with this one 😮‍💨,sonicdrivein_78,1000
just a tot going through a lot rn,sonicdrivein_79,1000
just know we are very proud of this one,sonicdrivein_80,1000
coincidence?,sonicdrivein_81,1000
it’s a serious problem,sonicdrivein_82,1000
i am the drama and i'm not afraid to admit it,sonicdrivein_83,1000
this button fixes everything,sonicdrivein_84,1000
every wrap has its own special qualities 🤗,sonicdrivein_85,1000
2024 solar eclipse 🤝 our NEW Blackout Slush Float. Celebrate this special event with our blackout slush topped with,sonicdrivein_86,1000
"Introducing the newest SONIC beverage, the Queso Slush: Sip the Dip, featuring Moe’s Famous Queso!",sonicdrivein_87,0
my day isn’t complete without all three,sonicdrivein_88,1000
our social media manager (me) is wildin,sonicdrivein_89,1000
tots could be this year’s Cinderella story 👀,sonicdrivein_90,1000
"the best day of the year, lads",sonicdrivein_91,1000
"when we say we celebrate National Corn Dog day, this is what we mean",sonicdrivein_92,1000
when we introduce rizz tots it’s over for y’all,sonicdrivein_93,1000
it's always the ones they tell u not to worry about,sonicdrivein_94,1000
it’s called being resourceful,sonicdrivein_95,1000
they just don't respect that i'm a visionary,sonicdrivein_96,1000
& only ketchup in the fridge,sonicdrivein_97,1000
M&M Blast on Canvas by Sonic (e. 1953),sonicdrivein_98,1000
tbh recommend for everyone else too,sonicdrivein_99,0
Moving precious cargo,sonicdrivein_100,1000
tag your boo,sonicdrivein_101,1000
"We know @Reba and Rex’s Valentine’s Day plans💕 🤭Now you can enjoy Reba’s Sweetheart Meal too - a SONIC Cheeseburger, tots (ofc), & our new Chocolate Covered Strawberry Shake. Available now through March 3rd.",sonicdrivein_102,0
smart choice. YEAH. YEAH. 🛼,sonicdrivein_103,100
"it's all 'big game' this, 'big game' that... we're just dreaming about a big cup of tots",sonicdrivein_104,0
what’s your elite drinkie + snackie combo?,sonicdrivein_105,0
all dressed up for the occasion 💅🏼 #nationaltatertotday *pulled pork bbq totchos available now in the app for a limited,sonicdrivein_106,1000
Big spoon > little spoon. #nationalpeanutbutterday,sonicdrivein_107,1000
this may be a party pack but still good for a party of 1. 👌,sonicdrivein_108,0
"whatever, i’m getting cheese fries 💅 …and a cherry limeade ofc",sonicdrivein_109,0
unlocked: peanut butter bacon cheeseburger & peanut butter bacon shake 😮‍💨,sonicdrivein_110,0
"new year, same argument. feel free to sound off in the comments",sonicdrivein_111,1000
"welp, i tried 💁",sonicdrivein_112,1000
"ins & outs of 2024. we don’t make the rules. new year, new us.",sonicdrivein_113,0
some help for your holiday season 🥤🎁,sonicdrivein_114,1000
just setting the vibes right before i circle back in the new year,sonicdrivein_115,1000
burgers are the ultimate stocking stuffers,sonicdrivein_116,1000
does somebody need a hug? no? ok how bout a corn dog?,sonicdrivein_117,1000
"she’s an icon, she’s a legend, and she’ll always be the moment 👑",sonicdrivein_118,0
so we’re getting married next week,sonicdrivein_119,100
prepared to be SICK OF ME when i get my blasts,sonicdrivein_120,0
the perfect cup of holiday cheer🎁 get your very own Sonic mug at sonicswagshop.com!,sonicdrivein_121,0
The Garlic Butter Bacon Cheeseburger -OR- the Hickory BBQ Cheeseburger? It’s a decision best left unmade.,sonicdrivein_122,100
"it was me, i ate 1.3 billion-ish tots",sonicdrivein_123,0
ngl FRITOS™ Chilli Cheese Jr Wrap is lookin pretty cozy,sonicdrivein_124,1000
a wise tot once said..,sonicdrivein_125,1000
"and it’s also Giving Tuesday… so we’ve partnered with Coke to donate $1 of every drink sold today, from 11am-8pm, to",sonicdrivein_126,0
the only cyber monday deal dad is caring about🥳 go get you (& your dad) $0.50 corn dogs TODAY ONLY!!!,sonicdrivein_127,1000
this funny meme can help me better connect with my kids,sonicdrivein_128,1000
boy math is when you told your date that you know how to cook but order SONIC instead,sonicdrivein_129,1000
GARLIC… BUTTER… BACON… CHEESE… BURGER… GARLIC… BUTTER… BACON… CHEESE… BURGER… GARLIC… BUTTER… BACON… CHEESE… BURGER… GARLIC… BUTTER… BACON… CHEESE… BURGER… GARLIC… BUTTER… BACON… CHEESE… BURGER… (…),sonicdrivein_130,1000
"For anyone who believes chips belong on a sandwich — and that a hot dog is a sandwich! — we present the Corny Crunchy Chili Cheese Dog, a SONIC by @eatatchain exclusive. Dropping for the first time ever at ChainFEST. Disclaimer: This delicious dog is not available for purchase at your local Drive-In. Yet....""",sonicdrivein_131,0
guess i’ll get all three 😌,sonicdrivein_132,1000
impressing ur old crush this thanksgiving break with ur drive-in skillz,sonicdrivein_133,1000
the stockings were hung by the chimney with care ❤️ *disclaimer: these socks are not actual stockings,sonicdrivein_134,0
"get in losers, new holiday merch is here ✨ ",sonicdrivein_135,100
when ur birthday wish is for more wishes so u can wish for more tots. think about it,sonicdrivein_136,1000
aliens - if ur out there plz come to the drive-in. we want u to experience $0.99 FRITOS ™ Chili Cheese Jr.,sonicdrivein_137,1000
the wrap is BACK😎,sonicdrivein_138,1000
they’re all a whole mood 🚀🥤,sonicdrivein_139,0
ur great grand uncle bequeaths u a lifetime supply of tots but…u gotta spend one night in a haunted house. what do u,sonicdrivein_140,0
…i know we were all thinking it,sonicdrivein_141,1000
Who would come to a Sonic Drive-in Cantina??,sonicdrivein_142,1000
this very good boy deserves a very good treat,sonicdrivein_143,1000
and they're only $1.99 rn 😮‍💨,sonicdrivein_144,0
Who’s going to tell @sarahhyland @wellsadams they didn’t have to dress up to get our Trick or Treat Blast ft. M&Ms? But,sonicdrivein_145,0
"plz drink top part responsibly, the bottom part u can get silly with tho",sonicdrivein_146,1000
she said yes…to going to the drive-in 🥰,sonicdrivein_147,1000
"Idk which is weirder, the keys or the phone",sonicdrivein_148,1000
yes we’re all very… excited that pickle fries are back,sonicdrivein_149,1000
"note: regardless of the menu i order from, laser beams do in fact shoot out of my brain when i eat chicken tenders",sonicdrivein_150,1000
Tag someone who would bring Pickle Fries to the function,sonicdrivein_151,1000
I’ll stop ordering kids meals when I’m ready (never),sonicdrivein_152,1000
"a three in one blast means that every one that i purchase, im saving money, right??? #girlmath",sonicdrivein_153,1000
Something WILD is coming to Hollywood from @sonicdrivein and @eatatchain. Text now.,sonicdrivein_154,0
wizardry at its finest 🔮🧙‍♀️🪄,sonicdrivein_155,0
does a trick or treat blast count as a dinner?? asking for a friend,sonicdrivein_156,1000
not all wizards wear a hat 🧙‍♂️,sonicdrivein_157,0
say pickle fries pickleball paddle 5 times fast ,sonicdrivein_158,1000
the trick or treat blasts coming back today is changing our whole mood🎃🧟‍♂️🕷🍫🕸🦇👻,sonicdrivein_159,1000
The only 2 thoughts going through my head these days,sonicdrivein_160,1000
Not me sending this to my grandma 😅,sonicdrivein_161,1000
been thinking about making a line of pro football jerseys ever since sunday september 24th at exactly 3:27 CST for no,sonicdrivein_162,1000
sorry 4 the vegetables i bought RIP :(,sonicdrivein_163,1000
but you will definitely make room for this one✨ order yours now at sonicswagshop.com,sonicdrivein_164,1000
byeeee sorry u don’t know how 2 treat urself,sonicdrivein_165,1000
Golden hour worthy of a golden buzzer 🌟🌟 Head to sonicswagshop.com to get the 2023 Limited Edition America’s Got Talent,sonicdrivein_166,0
you do what you gotta do 😌 stay tuned for our NEW tumbler launching tomorrow on sonicswagshop.com ✨,sonicdrivein_167,1000
i really wanna to believe its fall but the temperature says otherwise,sonicdrivein_168,1000
Yea… I know a spot 😉,sonicdrivein_169,1000
Who’s gonna tell him?,sonicdrivein_170,1000
👀👀 coming soon,sonicdrivein_171,1000
tots are my roman empire,sonicdrivein_172,1000
If u have the app it’s always happy hour ;),sonicdrivein_173,1000
Who’s up to try a Grilled Cheese/ Burger hybrid for only $3.99?! #NationalCheeseburgerDay,sonicdrivein_174,0
i couldn’t decide so I ordered everything i wanted. (my boyfriend will finish it anyways🤷‍♀️).,sonicdrivein_175,1000
"""is it possible to order too many sides? this question has confounded foodies for trillions of years or at least since the FYP has become a thing. some folks follow traditional etiquette that says you should only order a single side with your entree. but real #fastfood aficionados who live that #fastfoodlife know a shocking, earth shattering secret...side-orders are more than just side pieces...they are the MAIN CHARACTERS. *cue dramatic music* So what does your side order preference say about you? we consulted with all the top scientists and here's what they told us: Fries - you r classy. you appreciate traditional side-order snacks which have a timeless vibe. u also probably would live in a house made out of fried potatoes if you could. srry thats just a fact.  or you just love fried onions. either #science Cheese Fries - all the same as above except u r a wild and crazy person to whom no rules can realistically be applied and u have tapped into the universal truth that literally everything tastes better with cheese on it. honestly  respect.  Chili Cheese Fries - all the same as the above except u r even wilder and crazier than the cheese fries stans and have tapped into the even more universal truth that literally everything tastes better with cheese AND chili on it. based.  Onion Rings - your attraction to the circular onion ring reflects a oneness with the cyclical nature of all things. like the ring of onion  you are content with the beginning and end of all things existing in harmony at the same moment with each other. that  or. Mozzarella Sticks - better known as """"""""mozz stix"""""""" by their rabid global fanbase. if ur into mozz sticks it means that u - much like the bendy  melty mozz cheese itself - are adaptable  flexible  and able to evolve seamlessly with any situation that todays ever-changing global snackingplace can throw at you.  So there you have it! scientifically proven profiles of the people who call themselves side-order stans. and remember: all this info came from renowned snacking scientists and not the unhinged ramblings of SONICs social media person finally let off their creative leash. Happy side-ordering  to you and yours! """"""",sonicdrivein_176,0
IS THIS THING ON🎤Pickle Fries are BACK while supplies last now available on the app!,sonicdrivein_177,0
"just trying to enjoy my buffalo chicken dip bites in peace :/""",sonicdrivein_178,1000
we can’t get enough of these,sonicdrivein_179,1000
I’m imagining someone is holding up some tots behind the camera,sonicdrivein_180,1000
looks like more windows down with music blaring weather is upon us,sonicdrivein_181,1000
autumn leaves fallin down like pieces into place and i can picture it after all these mozz sticks 😌,sonicdrivein_182,1000
*bf to english dictionary needed*,sonicdrivein_183,1000
Send this to the 1st person it reminds you of,sonicdrivein_184,0
"personally, my version of the PSL is a Peach Strawberry Limeade",sonicdrivein_185,0
Fall Saturdays are in the air 🙌,sonicdrivein_186,100
Started from the bottom… now we’re HERE?!,sonicdrivein_187,1000
i know it’s hard to pick only one… just give it a try💅,sonicdrivein_188,0
Who’s the bacon to your ranch??,sonicdrivein_189,100
guess it’s fall somewhere… what item are you most ready for this fall? #fall #summertime #seasonschanging,sonicdrivein_190,0
the drive-in is my safe space 🤞🤞🤞,sonicdrivein_191,1000
drive-in = self care 😉,sonicdrivein_192,1000
"you know what they say, the older you get the less you understand memes",sonicdrivein_193,1000
This $3.99 Bacon Peppercorn Ranch Grilled Cheese Burger + Small Tots or Fries deal is about to make me act up,sonicdrivein_194,1000
last night a buffalo chicken dip bite saved my life…and the party,sonicdrivein_195,1000
"wake up, it’s the first of the month",sonicdrivein_196,1000
ISO someone to take me to the drive-in and buy me food <3,sonicdrivein_197,1000
ok basically i’m eating for free,sonicdrivein_198,1000
Not me ordering the same thing my whole life 🙈,sonicdrivein_199,0
"POV: me looking at the blue moon tonight, ""ahh, that looks familiar""",sonicdrivein_200,1000
If this isn’t me & u at 10:37pm on a summer night… then I don’t want it,sonicdrivein_201,0
push my buttons i dare you.,sonicdrivein_202,1000
Not me walking to the drive-in to get my $3.99 Bacon Peppercorn Ranch Grilled Cheese Burger + Small Tots or Fries,sonicdrivein_203,1000
Gotta try it before someone catches the mistake!!,sonicdrivein_204,0
Sneaky 2pm Diet Coke breaks hit different,sonicdrivein_205,1000
happiness is eating what you want,sonicdrivein_206,1000
"At first I was sad, but then I got over it because I remembered buffalo chicken dip bites existed",sonicdrivein_207,1000
Photoshoot tip: bring cherry limeade for bigger smiles,sonicdrivein_208,1000
buffalo chicken dip is cool but have you ever had buffalo chicken dip bites?!,sonicdrivein_209,1000
This is a hard one 🤨,sonicdrivein_210,1000
“never go through a girl’s notes app”,sonicdrivein_211,1000
cheat code: if you never beat this game you can just keep getting tots forever and ever,sonicdrivein_212,1000
is it cheating 2 find a new sonic where ur going,sonicdrivein_213,1000
Please just get in and don’t bring this up later 🫣,sonicdrivein_214,1000
get ur grubby little hands OFF my tots,sonicdrivein_215,1000
tired of these blurred lines…,sonicdrivein_216,1000
"OMG WHAT A RUSH #bestie #rushtok""",sonicdrivein_217,1000
Me whenever someone asks where I see myself in the future 🤩,sonicdrivein_218,1000
I would argue that ANYTHING can be a meal 👀 Thoughts?,sonicdrivein_219,1000
whats ur drive-in aesthetic?,sonicdrivein_220,0
who needs a slow cooker anyway?,sonicdrivein_221,1000
summer 🤝 bestie drive-in d8,sonicdrivein_222,0
work smarter not harder,sonicdrivein_223,1000
ocean water never goes out of style 🩵🕶️📸🗽🌊,sonicdrivein_224,0
an important question as we head into mozz stick season,sonicdrivein_225,1000
It’s basically a big pig in a blanket,sonicdrivein_226,1000
"Happy #BookLoversDay! ???? 

To celebrate, #ReesesBookClub teamed up with @sonicdrivein and the SONIC Foundation to support teachers and classrooms through @DonorsChoose so we can grow the next generation of readers. Make a donation to a literacy based project at our link in bio, and we?l match your donation (up to $100,000).",sonicdrivein_227,0
scheduled important team meeting to align re: tot initiative,sonicdrivein_228,0
💅🌈💗💛💞,sonicdrivein_229,1000
the drive-in is a VIBE and im not just saying that bc im its social media manager 😏,sonicdrivein_230,0
this meme makes a really good point,sonicdrivein_231,1000
basically the bestest drive-in buddy ever 🐶🌭,sonicdrivein_232,0
"When you realize you’re the supporting role 👀 #notthemaincharacter #drinkrun #happyhour""",sonicdrivein_233,1000
what’s my skincare routine you ask? small classic shakes,sonicdrivein_234,1000
brb crying 🥹🥹🥹🥹,sonicdrivein_235,0
voila,sonicdrivein_236,1000
"our shakes are better than yours, and they’re like only $1.99 rn",sonicdrivein_237,100
"People who share their mozz sticks are called “friends”. People who don’t share their mozz sticks are called “absolute monsters.""",sonicdrivein_238,0
theres a sweet deal in here somewhere 🔎 👀,sonicdrivein_239,0
"in my 3-drinks-at-once era #beveragegoblin #3drinktrifecta""",sonicdrivein_240,0
@lex.loves_ is our mood 👏all👏day👏long👏,sonicdrivein_241,1000
it’s the saving for me ☺️,sonicdrivein_242,0
Take a drink break. You’ve got our permission. #middaydrinkbreak #alohaslush,sonicdrivein_243,1000
answering an email on friday 🤝 rewarding myself with an Aloha Slush break #drinkenthusiest,sonicdrivein_244,0
it’s giving 👽👽👽,sonicdrivein_245,1000
our notifications rn:,sonicdrivein_246,1000
"nuff, said… #surpriseanddelight #aliltasteofheaven #alohaslush",sonicdrivein_247,0
👀 in the app rn,sonicdrivein_248,1000
this is my mojo dojo casa house,sonicdrivein_249,0
"Unscientifically speaking, we’re pretty sure taking an Aloha Slush break during the day makes you nearly 837 times more productive. #drinkbreak #workhumor",sonicdrivein_250,1000
drinks on drinks on drinks #drinkenthusiest #drinkgoblin #beveragegoblin,sonicdrivein_251,0
“I’m a different person than I was an hour ago”,sonicdrivein_252,1000
"Sometimes 3 medium fries, 4 orders of tots, 2 orders of jalapeno poppers, and 2 orders of mozz sticks is a meal 🤷",sonicdrivein_253,1000
Can confirm 🤝,sonicdrivein_254,1000
just me & my 3pm pick-me-up #drinkenthusiest,sonicdrivein_255,100
our plans are booked this weekend 💖💖💖,sonicdrivein_256,1000
JP Saxe with the ❤️‍🔥drink order. Start with a mango* slush 🥭 and add @nerdscandy 🍬 to sip like @jpsaxe #SONICdrinkremix,sonicdrivein_257,0
"Sip like @laineywilson! Order Sprite® Zero 🥤, add strawberry🍓, and add peach* 🍑 Bell bottoms not included! #SONICDrinkRemix",sonicdrivein_258,0
"Legendary drink mixed up by @metroboomin himself 🔊🔊.  Start with Lemonade 🍋  add vanilla flavor🥤and add strawberry 🍓#SONICDrinkRemix""",sonicdrivein_259,0
"Iconic drink order for the icon @kelseaballerini 🦋 Order an Ocean Water® 🌊  add blue raspberry flavor🥤  and add lime 💚 #SONICDrinkRemix""",sonicdrivein_260,0
"Is someone cutting onions in here? Oh yea, we are.",sonicdrivein_261,1000
"“a SONIC run is in order rn” - me everyday, all the time, no matter what im doing",sonicdrivein_262,0
That mint has seen some things that need to stay in Vegas,sonicdrivein_263,1000
"question: if the drive-in is like my second home, can i WFH at it? 🤔 #CorporateLife #CorporateHumor #OfficeHumor""",sonicdrivein_264,1000
straight from the DMV to get my silly little drink @jesica_sill,sonicdrivein_265,1000
just in time for #NationalFrenchFryDay,sonicdrivein_266,0
ITS SO SPICY I LOVE IT #lightworknoreaction #dietcokebreak #dietcoke,sonicdrivein_267,0
"Leave your Sonic sun, moon, & rising in the comments",sonicdrivein_268,0
Don’t bother me I’m having my enrichment time at the drive-in,sonicdrivein_269,1000
"when everyone is ✨aligned✨ #CorporateLife #CorporateHumor #OfficeHumor""",sonicdrivein_270,1000
the spirit of car food reviews just comes over me 🧑‍🍳,sonicdrivein_271,1000
the straws have arrived and let’s just say there aren’t enough to go around #datingrealityshow,sonicdrivein_272,0
Spent $3500 on this headset to scroll the menu in peace,sonicdrivein_273,1000
"Idk about you, but I’m the middle section ALL THE TIME",sonicdrivein_274,1000
"A constant battle #corporatelife #mybrain""",sonicdrivein_275,1000
"WARNING: mozzarella cheese pulls are no joke! #CorporateGirlies #CorporateLife #CorporateHumor""",sonicdrivein_276,1000
100000% certain these two are meant to be 🥲,sonicdrivein_277,0
how am I supposed to operate without my Diet Coke break?,sonicdrivein_278,1000
slush now ✨💜💫,sonicdrivein_279,100
something lite with main characters of the moment #Zodiac,sonicdrivein_280,0
"those tots aren’t gonna film themselves #dayinthelife #corporatelife""",sonicdrivein_281,0
Tots > ambient noise any day,sonicdrivein_282,1000
Asking for a friend. #weird #wrong,sonicdrivein_283,1000
"When in doubt, ORDER EVERYTHING 💅",sonicdrivein_284,0
Trying to make my food reviews more down-to-earth and relatable 💅,sonicdrivein_285,0
These pics are real I swear! 😬,sonicdrivein_286,1000
Being influenced by food influencers: IRL edition,sonicdrivein_287,0
poets and didn’t know it,sonicdrivein_288,1000
POV: you realize SONIC Man is the love of your life.,sonicdrivein_289,1000
Reminder to check in on your group chats today,sonicdrivein_290,1000
pinkies up,sonicdrivein_291,0
Thanks for coming to my channel! Like comment and subscribe <3 #foodislife #droolingmouth,sonicdrivein_292,1000
No judgement here 👀 What happens after you leave the drive-in is up to you. 🥤 Watch the full episode of Momfessionals with @annalee15 now on YouTube! #momfessionals,sonicdrivein_293,0
@annalee15 is all of us. Watch the full episode of Momfessionals now on YouTube! 🥤#momfessionals,sonicdrivein_294,1000
TBH @annalee15 and her mom are all of us. Watch the full episode of Momfessionals now on Youtube! #momfessionals #bts #bloopers,sonicdrivein_295,0
"If you’re seeing this, it’s your sign you need a break. Watch the newest episode of Momfessionals now on YouTube  where @annalee15 interviews her mom! 🍿 #momfessionals""",sonicdrivein_296,0
"Ethan is the hungriest ✨passenger prince ✨ Watch Watch the full episode of Momfessionals with @annalee15 now on YouTube! #momfessionals #bts #bloopers""",sonicdrivein_297,100
"When he doesn’t just order his own…SMH. Watch the full episode of Momfessionals with @annalee15 now on YouTube! #momfessionals""",sonicdrivein_298,1000
The absolute luxury. 🤌,sonicdrivein_299,1000
All the onion rings your hedgehog heart desires 💍,sonicdrivein_300,1000
Love me some chili cheesecake 😋,sonicdrivein_301,100
the post festival blues are REAL. thanks roovians @bonnaroo 🫶👽🌈💫where will we show up next!?,sonicdrivein_302,0
Not @annalee15 entering her spy era to get some alone time. Watch the latest episode of Momfessionals with Annalee Grace now on YouTube! #momfessionals,sonicdrivein_303,0
The kids make you sweat more #scientificfact #googleit 😅 Watch the full episode of Momfessionals with @annalee15 now on YouTube! 🍿 #momfessionals,sonicdrivein_304,0
Spot the mistake #NationalOnionRingDay #NORD,sonicdrivein_305,1000
"No judgements at the drive-in. 🤣 Watch the full episode of Momfessionals with @annalee15 now on YouTube! #momfessionals #bts #bloopers""",sonicdrivein_306,1000
"The best car feature ever? No car seats. Watch the full episode of Momfessionals with @annalee15 now on YouTube! #momfessionals""",sonicdrivein_307,1000
"We teamed up with influencer @annalee15 to chat all things motherhood with some of her favorite people on our new limited series, Momfessionals. Make sure to tune in for some warm-fuzzies, belly-laughing, and tear-jerking moments coming soon on YouTube! #momfessionals",sonicdrivein_308,0
IYKYK,sonicdrivein_309,0
Particularly picky people pick their particular drink customizations in the app #lineup #musicrecommendations #festivalseason,sonicdrivein_310,0
Customize it in the app. Save it. Thank me later. #concertjunkie #musicfestivallineup,sonicdrivein_311,0
if we were vloggers..,sonicdrivein_312,1000
Do you drink Red Bull Slush to work or work to drink Red Bull Slush? #wfhlife #middaybreak #lunchbreak,sonicdrivein_313,100
slush machine is packed & we’re headed to Centeroo. ✌🏼🌸✨👽#seeyouatbonnaroo,sonicdrivein_314,0
Don’t you hate when the artist sings the wrong lyrics? #concertjunkie #festivalseason,sonicdrivein_315,1000
it’s the little things #middaybreak #drinkrun #podcast #SSSSF,sonicdrivein_316,0
Lunch break 🤝 SONIC break #9to5 #wfhlife #lunchbreak,sonicdrivein_317,1000
self-care starts with a closed laptop…also tots #9to5 #wfhlife #lunchbreak,sonicdrivein_318,1000
everything looks normal here,sonicdrivein_319,1000
hmm sound familiar? 👀,sonicdrivein_320,1000
It’s time to listen to your inner shelf. Head to sonicswagshop.com to get that Cherry Limeade pool floaty you’ve been,sonicdrivein_321,1000
the unemployed friend at 2pm on a tuesday,sonicdrivein_322,1000
finally getting the treatment i deserve 💅😚#lunchbreak #passengerprincess,sonicdrivein_323,1000
when mom says you can’t get dessert,sonicdrivein_324,1000
"6 of the infinite ways to wear your new summer merch😎 Head to sonicswagshop.com to get yours today!""",sonicdrivein_325,0
"*Cherry Limeade pool floaty added to cart* Head to sonicswagshop.com to get yours🔥""",sonicdrivein_326,0
Just give her the summer tumbler and you won’t have to explain a thing. Head to sonicswagshop.com to get the entire drop for yourself😎,sonicdrivein_327,1000
merch. it. up. at sonicswagshop.com,sonicdrivein_328,1000
Summer just got a lot COOLER 😎 Head to sonicswagshop.com to get some of our fresh NEW Summer Merch,sonicdrivein_329,0
⚠️Tonight’s the night ⚠️,sonicdrivein_330,1000
School's out!! Remember to tag us in your prom & grad photoshoots at the drive-in so we can join in the fun 🤩,sonicdrivein_331,0
Have you seen him? #fryguy,sonicdrivein_332,1000
not me getting my content in at the drive-in,sonicdrivein_333,0
🍔allll the toppings… or plain & simple?🍔 #NationalHamburgerDay,sonicdrivein_334,1000
Just gonna leave this here,sonicdrivein_335,1000
Sides combo meal anyone?,sonicdrivein_336,0
Some recent fan highlights 🤩 Tag @SONICDriveIn for a feature in next month’s Fan Friday! #SONICFanFriday,sonicdrivein_337,0
Your summer merch dreams are about to come true,sonicdrivein_338,100
"TBH, we have this on repeat today. 🔂 Swing by 5/25 to get your half price shakes when you apply code: TREAT in the app🥤",sonicdrivein_339,0
this drive-in also serving 🔥 lewks,sonicdrivein_340,0
"The summer drink we didn’t know we needed! Head to @dollartree @familydollar for all of our SONIC Drink Mixes 🥤
@takingmylifebackat42 ✨",sonicdrivein_341,0
Check out the app to see what we’re talking about 📲👀,sonicdrivein_342,0
PICK A SIDE!!,sonicdrivein_343,0
Here’s a hint: it might have strawberries in it,sonicdrivein_344,1000
Still trying to figure out how ppl survived before Mozz Sticks,sonicdrivein_345,1000
AI can understand a lot but it can’t understand game 💅 Just sayin’,sonicdrivein_346,0
