imgAlt,imgName,isMeme
"we can’t prove it, but we just KNOW it would be better",wendys_156,1
"Godzilla left the movies and jumped dimensions just to hang in the Wendyverse? Makes sense tbh.

@Godzilla_Toho
@metahorizon",wendys_157,1
and the standardized testing was a Biggie Bag,wendys_158,1
Direct eye contact the whole time,wendys_159,1
Who’s gonna be the first one to check the walk-in?,wendys_160,1
see above: Saturn Devours His Son c. 1819–1823 mixed media mural transferred to canvas,wendys_161,1
we are and always will be god tier.,wendys_162,1
You need a lil treat after all that shopping.,wendys_163,1
when you spend so much time looking at the online Wendy’s menu it adds another whole hour of time to the day.,wendys_164,1
She thought her mic was off. Leave her alone. #bravocon,wendys_165,-1
and the red hair HAS to be in pigtails,wendys_166,1
tag urself I’m soup-core,wendys_167,1
if not then literally what’s the point,wendys_168,1
*Dolphin noises*,wendys_169,1
He was just excited.,wendys_170,1
You shouldn’t have said anything …,wendys_171,1
Do NOT swipe unless you’re mentally prepared for the hot and crispy!,wendys_172,1
She’s still his favorite mom.,wendys_173,1
WHY IS NO ONE INVESTIGATING THIS ?! INTERNET DO YOUR THING,wendys_174,1
"Honestly when you’re a Frosty, you can make any relationship work.",wendys_175,1
tbh think you guys love our lemonade more than we do,wendys_176,1
"Which slide do you relate to? For reference, we’re every single one all of the time",wendys_177,1
retweet if you wish this was you rn,wendys_178,1
"don’t forget your drink king, hope you had a good day. Bye, Pop.",wendys_179,-1
immediate no,wendys_180,1
Nugg racing > marble racing. Cause marbles aren’t delicious. (Not that we’ve done the research.),wendys_181,1
What are the soundtrack titles for the Baconator album?,wendys_182,1
"True heroes don’t wear capes, but they do disguise themselves as altruistic.",wendys_183,1
Wendy is a soft serve salty sweet that smacks.,wendys_184,1
What can we say? We’re a walking metaphoric 🔥 hazard.,wendys_185,1
☀️🍓🥗 Summer Strawberry Salad is back! Don’t miss out on the Summer Salad Fest with fresh-made ingredients and fresh summer strawberries!,wendys_186,-1
AND your mom,wendys_187,1
I was really feelin’ myself in this photo. 💅💅💅,wendys_189,1
The dudes have to know,wendys_190,1
"5 bucks then, 5 bucks now. They grow up so fast… *wipes tear with French Fry*",wendys_191,-1
What blind items got leaked about Frosty😲?,wendys_192,1
"Who needs another long-winded unpronounceable drink order when you could get a sandwich, nuggs, fries and drink for just",wendys_193,1
Doing some light case analysis this morning.,wendys_194,1
A highly request tutorial from you guys #charcuter #hack,wendys_195,-1
A peek into the abyss.,wendys_196,1
"or as the experts call it, “an exchange of money for goods”",wendys_197,1
What are you guys watching right now? Comment below 👇,wendys_198,1
"❤️ for long fry, comment for wide fry. There are no wrong answers. Yet. #wendys #food",wendys_199,-1
🌞,wendys_200,-1
We heard she can absolutely champion one.,wendys_201,1
Ahh…the 444. What can we say? It’s a masterpiece. #444 #wemdys #art #food #foodart,wendys_202,-1
"That’s so true. We don’t want to hear any excuses, we’re TIRED of hearing excuses.",wendys_203,1
A guaranteed bet is that when we get together with @RickandMorty in Vegas it’s gonna get wild. (Safe and boring),wendys_204,-1
How are YOU?,wendys_205,-1
"The only life hack you should care about, tbh.",wendys_206,1
Has this ever happened to u,wendys_207,-1
Write me a love poem in the comments.,wendys_208,1
"Study up, kids.",wendys_209,1
My mom says if I have another potato I’ll turn into one.,wendys_210,1
How do you Frosty?,wendys_211,1
Your state’s top free drink. Did we get it right?,wendys_212,-1
Turned up the heat for #NationalRoastDay,wendys_213,-1
The burger is tiny but the CUTE FACTOR can comfortably fit a family of four.,wendys_214,-1
Only PEOPLE WHO  HAVE EATEN FRENCH FRIES WILL UNDERSTAND  THIS,wendys_215,0
Merry Beefmas and a Nuggy New Year,wendys_216,-1
just here to start arguments tbh,wendys_217,1
"A six-slide-long fr-inger trap, baby. ",wendys_218,1
Hint it’s NOT the carton of nuggets or the background.,wendys_219,1
Leftovers: From Wack to Wendy’s,wendys_220,-1
Drop some gratitude in the thank bank below 🏦↓,wendys_221,-1
Tag your friends I’m Jalapeno Poppi.,wendys_222,1
✒️𝓒𝓪𝓷 𝔂𝓸𝓾 𝔀𝓻𝓲𝓽𝓮 𝓯𝓪𝓷𝓬𝔂?,wendys_223,1
"Halloween comes and goes, spicy nuggs 4 eva!",wendys_225,1
Homework,wendys_226,1
Humor is our passion,wendys_227,1
We all have that one BFF...,wendys_228,-1
Real talk,wendys_229,0
Morning be like,wendys_230,1
"Don’t count the boomers out, bruh.",wendys_231,1
Guess a ghost ate your fries. ¯\_(ツ)_/¯,wendys_232,1
it’s bogo $1 big brain bean bag chair time,wendys_233,1
Do try this at home (we mean the Frosty),wendys_234,1
I mean ghosts can be cool but Ghost Pepper is fire.,wendys_235,1
Who says you have to choose? Get the Spispy Nuggs. *not a real product yet*,wendys_236,-1
We love you too but we’re a restaurant.,wendys_237,1
Will brake for chicken.,wendys_238,1
"The couple that feasts on Wendy’s together, stays together.",wendys_239,1
"What sorcery is this? It’s just the BOGO $1 deal, y’all.",wendys_240,1
We be spittin’ facts today.,wendys_241,1
Chewing a Baconator? So not cheugy.,wendys_242,1
Drop your Wendy’s name in the comments. 🍟,wendys_243,0
Not gonna say it’s the GOAT but…,wendys_244,1
"Next time you’re having a low-key breakdown, remember that Breakfast Baconator exists.",wendys_245,1
Talk about a side piece...,wendys_246,1
We looked this up on dreaminterpretations.com. It means you should order chicken nuggets.,wendys_247,0
"Straight-up facts, son.",wendys_248,1
"Fresh, never frozen beef is in a relationship with fresh, never frozen beef.",wendys_249,-1
"Sure, your friend’s baby is cute, but is it covered in Applewood smoked bacon?",wendys_250,1
What do you use your Wendy’s cups for?,wendys_251,1
Are we the center of our own burgerverse or are we just a floating collection of fantastic ingredients in space. Comment,wendys_252,1
Who raised you,wendys_253,1
"Every time I serve this Baconator at home, it is a hit!  The kids, Dale, everyone goes crazy for it! I can’t keep it on",wendys_254,-1
FINALLY an easy meal plan!,wendys_255,-1
Beauty is in the eye of the BaconHolder.,wendys_256,1
This is just for you. You are special. You are a Baconator.,wendys_257,1
Keep your friends close and your friends with unusually long arms away from your Frosty.,wendys_258,1
DO NOT MESS WITH US,wendys_259,1
Would a Baconator eat a Baconator if a Baconator could?,wendys_260,1
You are here.,wendys_261,1
Tell us your name and we’ll let you know your official name abbreviation.,wendys_262,1
This is your chance to win!,wendys_263,-1
Really makes you think. #BrandedContent #Relatable #Amiright #2020,wendys_264,1
"Frosty the Frosty, oh how the children love thee!",wendys_265,-1
The secret ingredient was in your heart all along!,wendys_266,-1
What if we kissed in the Wendy’s drive thru? jk…. unless ? 👉👈 👀,wendys_267,1
the only squares allowed at Wendy’s are patties,wendys_268,1
Interior design is my passion,wendys_269,1
*playing catch in the backyard on a crisp fall day*,wendys_270,-1
what you thinkin’ bout?,wendys_271,1
🤯,wendys_272,1
@webmd,wendys_273,1
find all the hidden grub...IF YOU DARE ☠️,wendys_274,1
check out our Jack-o-Wender’s!,wendys_275,-1
🥐,wendys_276,-1
"it’s chili season, bby 👏",wendys_277,1
beat it football head,wendys_278,-1
nature so beauty 🍂,wendys_279,1
ditch the zero and get with a hero.,wendys_280,-1
ડρꪮꪮ𝕜ꪗ ᥇ꪮꪗડ 𝕥ꪖ𝕜ꫀ ꪀꪮ𝕥ꫀ 👻,wendys_281,1
mentally i’m in a drive thru ordering nuggs and screaming the lyrics to track number 2 🤪,wendys_282,1
we call it the spicy spicy very nicy,wendys_283,-1
call it a glow up,wendys_284,-1
"glamour, grace and perfect taste 💅",wendys_285,-1
the most important decision of your lyfe lowkey,wendys_286,1
𝖚𝖓𝖑𝖔𝖈𝖐 𝖙𝖍𝖊 𝖕𝖔𝖘𝖘𝖎𝖇𝖎𝖑𝖎𝖙𝖎𝖊𝖘,wendys_287,-1
Everything reminds me of...😍,wendys_288,1
"A breakfast this good deserves to be shared. Tag your go-to buy one, get one breakfast bud in the comments. Pro tip: you can tag yourself.",wendys_289,-1
*Investment*,wendys_290,1
Had to break it to ‘em,wendys_291,1
Steamy,wendys_292,1
Fries sold separately,wendys_293,1
Let the experts weigh in.,wendys_294,1
The people want to know,wendys_295,1
Truth.,wendys_296,1
Ya curious?,wendys_297,1
Threw it in just 4 you. Tag a friend to share the ❤️.,wendys_298,1
The motherboard is fried.,wendys_299,1
Grad u ate some Wendy’s.,wendys_300,1
Pigtails will always be in.,wendys_301,1
Describe a Frosty in one word.,wendys_302,0
Truth.,wendys_303,1
"Get the chicken you crave with our 2 for $5, but which two are you taking?",wendys_304,-1
That potato life.,wendys_305,1
Gettin free nugs today is the next best thing.,wendys_306,1
"That feeling when your outfit’s looking super fresh. If you wanna dress like Wendy in Animal Crossing, use code:",wendys_307,0
"Honestly, what’s the difference?",wendys_308,1
"To keep updated on the latest, click the link in our bio.",wendys_309,-1
McWho?,wendys_310,-1
It’s literally called the Breakfast Baconator.,wendys_311,-1
History in the making.,wendys_312,-1
Serving W’s for breakfast.,wendys_313,1
"Oof. We've got 6 days till March 2nd. Seems excessive but hey, you're the King.",wendys_314,1
Baconator. For. Breakfast. How could you NOT want in on this?,wendys_315,-1
No shame.,wendys_316,1
Whoops.,wendys_317,1
Just chillin’ at our mountainside B&B at the #xgames. Living that #blessed life.,wendys_318,-1
Crispy.,wendys_319,-1
"Once you get it, it’s over.",wendys_320,1
When you tasty and you know it.,wendys_321,1
Humans only pls.,wendys_322,1
¯\_(ツ)_/¯,wendys_323,1
Bean.,wendys_324,1
Don’t you let anyone tell you otherwise.,wendys_325,-1
We’re a freaking winter wonderland. (sound on),wendys_326,-1
Name the song.,wendys_327,1
Gotta be SPICY to light our fire. Link to full video in bio.,wendys_328,1
Flexin’,wendys_330,1
A mood.,wendys_331,1
"Feeling fresh, might delete later.",wendys_332,1
Truer words have never been spoken.,wendys_333,-1
"If you know, you know.",wendys_334,1
"There’s many Mortys but only one serves up spicy nuggets. That’s right, there’s a Wendy Morty out there. Let us know",wendys_335,1
Were you about to scroll by without trying to find Wendy Morty? Shame on you. Restore your honor by finding her. Let us,wendys_336,1
Somewhere out there is the Wendy-est Morty. Let us know when you find her.,wendys_337,1
Can you find Wendy Morty? She looks exactly like what you just imagine when you read “Wendy Morty.” Let us know when you,wendys_338,1
"Looking for Wendy Morty? She’s totally not in this one. So keep looking. But if you do happen to find her, let us know.",wendys_339,1
There’s a Wendy Morty guys. Tell us when you find her. The ball is in your multiverse.,wendys_340,1
So we’re just gonna bring you a birthday gift on our birthday to our birthday party on our birthday with a birthday gift. We turn 50 this month and want to celebrate. 🎉,wendys_341,-1
Where is the square hamburger emoji when you need it?,wendys_342,-1
2 for $5 > Rent,wendys_343,1
Where’s the lie?,wendys_344,1
Them: What’s your favorite number? ,wendys_345,1
*Checks Camera Roll*,wendys_346,-1
"After review, the ruling that Wendy’s is the 🐐 still stands.",wendys_347,0
Epic Gamer moment. Play our new @GIPHY Arcade Games 🕹 Link in bio.,wendys_348,-1
Do it for the gram.,wendys_349,-1
Period.,wendys_350,1
"Join the fight against the dark art of frozen beef. Our first tabletop RPG, #FeastOfLegends, is officially live! Download now for FREE: feastoflegends.com",wendys_351,-1
The Realm needs heroes. 10.3.19,wendys_352,-1
We’re on a boat,wendys_353,-1
"Choose your fighter. 1, 2 or 3?",wendys_354,1
Anyone else’s car do this? Asking for a friend.,wendys_355,-1
Even your elementary school teacher agrees.,wendys_356,-1
Queen of Spice and that’s not up for debate. 🔥👸,wendys_357,1
Change my mind.,wendys_358,-1
Okay but same.,wendys_359,-1
New month. Same nuggs.,wendys_360,-1
🔥🔥🔥,wendys_361,-1
Don’t forget.,wendys_362,-1
She’s doing us all a service.,wendys_363,-1
The spicy sign we’ve all been looking for 👀🔥,wendys_364,-1
Relationship Goals 🔥,wendys_365,1
"Finally, a post you care about: Spicy Nuggs are back, baby 🔥",wendys_366,-1
Priorities on point tbh.,wendys_367,1
You asked and the Queen of Spice delivered. Spicy Nuggs are back on the menu. You’re welcome 🔥🔥🔥,wendys_368,-1
Spicy Chicken Nuggets will now be back in all restaurants THIS MONDAY! Get ready. 🔥,wendys_369,-1
"More than just one level, we made a whole world #SMM2",wendys_370,1
